ref,nama,alamat,kota,provinsi
idn-7813,CV Tulus Lancar Sejahtera,"Komp. Margahayu Raya Blok L2A/ 93, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7814,UD.MILASARI,"JL.AHMAD YANI NO 65 JAJAG, Kabupaten Banyuwangi, Jawa Timur",Kabupaten Banyuwangi,Jawa Timur
idn-7815,R& G Production,"jl.srikaton tengah 4 no. 1, ngaliyan, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7816,jaya-advertising,"Jl.PLN. No.01 Moh.Toha Bandung 40255, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7817,Galery Antik Surabaya,"Jl Raya Sedati Gede no 25, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7818,"Rajawali Production and Music ( Rental Multimedia Screen dan LCD Projector, Sound System, Ligthing","Jl. Mataram 1A REAL ESTATE MILENIA (Belakang Polsek Kaliwates), Kabupaten Jember, Jawa Timur",Kabupaten Jember,Jawa Timur
idn-7819,nemo clothing,"JL.krisna gang pragolo jatiwetan, Kabupaten Kudus, Jawa Tengah",Kabupaten Kudus,Jawa Tengah
idn-7820,TIRTA' S_ BERRY,"Villa Bogor Indah II, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7821,CV. SUMBER MAKMUR SEJATI ( SMS),"Jl. Raya Darmo Permai III, Plaza Segi 8 Kav.A 843-845, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7822,Air Azzikra,"Jl. Curug Utara No.1 RT. 09/03 Kel. Curug Kec. Bojongsari, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7823,Karya Cipta Miniatur,"Jln.Terusan Kiaracondong, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7824,VIA COLLECTION,"Jl. Parang Sarpo 8 No. 13 Tlogosari Kulon Pedurungan Semarang, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7825,cv.maju elok jaya,"perumahan wahana pondok gede blok A2/1, Jawa Barat",,Jawa Barat
idn-7826,PT. Mitra Tama Gemilang,"Jl. Pinang Blok F 16 No.6, Delta Silicon II, Jawa Barat",,Jawa Barat
idn-7827,mirza auto care,"jl. siliwangi 10 kel. sepanjang jaya kec. rawa lumbu, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7828,Karoseri Mobil dan Truck,"Jl. Permata Raya G3 No.7 Burangkeng, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7829,udsekarmanis,"Jln. Raya Wonorejo No.69 Sumbergempol, Kabupaten Tulungagung, Jawa Timur",Kabupaten Tulungagung,Jawa Timur
idn-7830,gaya_ motor,"Jl.sutan syahril no 52, Kota Bukittinggi, Sumatera Barat",Kota Bukittinggi,Sumatera Barat
idn-7831,CV.ADIKARYA,"Jl.Mercedes Benz No 72 Cicadas Gunung Putri, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7832,ichaz clothing,"Aren Jaya Bekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7833,PLAKATKU,"Jl.Ngagel Tirto I / 30A surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7834,DAUD PAPER,"Jl. Raya Ciawi 425 C, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7835,GRIYA GLASS - BANDUNG,"CIWASTRA - Buahbatu BANDUNG, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7836,RAGUAN JILBAB,"CEPAKA 7, Kabupaten Solok, Sumatera Barat",Kabupaten Solok,Sumatera Barat
idn-7837,TPI SEAFOOD SURABAYA,"Perumahan Taman Pondok Indah wiyung, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7838,Lemah Teles,"Ngasinan, RT = 02/08, Mlokomanis Kulon, Ngadirojo, Kabupaten Wonogiri, Jawa Tengah",Kabupaten Wonogiri,Jawa Tengah
idn-7839,""" MENARA ANTIK ""","Jl.kudus - jepara km,3.5 desa garung lor kaliwungu kudus, Kabupaten Kudus, Jawa Tengah",Kabupaten Kudus,Jawa Tengah
idn-7840,narayarizqina,"jln bojong koneng, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7841,BANGKIT ANUGERAH SENTOSA ATAP GELOMBANG,"jl. Semolowaru Elok V / 7, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7842,Feri Relief Jepara,"Jl. Gg Sentra Ukir dan Relief Rt04/Rw02 Senenan Jepara, Kabupaten Jepara, Jawa Tengah",Kabupaten Jepara,Jawa Tengah
idn-7843,"Kristal "" VIKHA""","Taman Jasmine Sektor 7 No 31, Bogor, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7844,Haliza Batik Fashion,"Jl. Yos Sudarso 37, Kabupaten Mojokerto, Jawa Timur",Kabupaten Mojokerto,Jawa Timur
idn-7845,Jasa Pindahan Bandung,"Jl. Picung No.1 Gegerkalong hilir setiabudi, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7846,semangka,"Bagorejo Banyuwangi, Jawa Timur",,Jawa Timur
idn-7847,marinebisnis,"lombok, Kota Mataram, Nusa Tenggara Barat",Kota Mataram,Nusa Tenggara Barat
idn-7848,CV.Mitra Marka Jalan Bogor,"Ruko Taman Yasmin Sektor VI ; Jl. Ring Road Utara no 134, Bogor , Bogor, Indonesia, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7849,rizky fiberglass,"jl.panjunan rt.03 rw.01 sukodono, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7850,DEALER SUZUKI SURABAYA,"Jalan raya kenjeran no 552 - 554, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7851,PW Tasikmalaya,"Gunung Galunggung, Jawa Barat",,Jawa Barat
idn-7852,PUSATBUSANADANNIS,"Jln. Raya wisma Tropodo EM34 Waru, Sidoarjo, Jawa Timur",,Jawa Timur
idn-7853,KARMASEN GROUP,"Semarang, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7854,UD. RESTU JAYA SABLON,"JL. TAMBAK PRING TIMUR 6A/NO 5, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7855,UD BETA PRODUCT,"Ds. Petung Rt.05 Kec. Curahdami, Kabupaten Bondowoso, Jawa Timur",Kabupaten Bondowoso,Jawa Timur
idn-7856,Cl TV Bracket,"Rangkah 6 No 35B, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7857,PT KNR,"Jl Sanggar Hurip XXVII No.6 Rukan Sanggar Hurip Sukarno Hatta, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7858,waroengkoe opo opo ono,"perum gramapuri blok G4 no 45 cibitung, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7859,LAOPAN AUDIO,"Jl.Dr Soetomo 14, Kabupaten Tulungagung, Jawa Timur",Kabupaten Tulungagung,Jawa Timur
idn-7860,AHa SUPPLIER,"RUKO KAWASAN INDUSTRI GRESIK (KIG), Kabupaten Gresik, Jawa Timur",Kabupaten Gresik,Jawa Timur
idn-7861,CV. Cahaya Pesona Pools - Contractor & Pool Shop,"Jl. RM. Sudiyanto. No.111 Kel. Grogol, Pancoran Mas, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7862,Castella,"Taman Kapuk Permai - Jl. Kapas lll Blok D58/59 Kedawung, Kabupaten Cirebon, Jawa Barat",Kabupaten Cirebon,Jawa Barat
idn-7863,BINTANG MITRA TEKNIK,"Jln.ABC (Cikapundung Electronic Center) Lantai 1, Blok EE.39, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7864,CV. Karunia Semesta,"Jl. P. Natuna 1 No. 65 RT04/017 kelurahan Aren jaya, kecamatan Bekasi timur, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7865,Himmah Mulia Logam A. Syakur,"jeblogan rt01/03 kel. Ceper, Kec. Ceper, Kabupaten Klaten, Jawa Tengah",Kabupaten Klaten,Jawa Tengah
idn-7866,BENGKEL LAS KURNIA,"Jl. Krukut Raya No.7 RT.02 RW.03 Krukut Kec.Limo Depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7867,CV. KIRANA TIGA BINTANG INDONESIA,"Jalan Bandung Blok B-I Nomor 7 Bekasi Jaya, Bekasi Timur, Kota Bekasi, Indonesia, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7868,DuniaAntik,"Depok - cimanggis, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7869,PT ROSMALI BERKAH UTAMA,"JL. IR H JUANDA NO. 27A, Kabupaten Cilacap, Jawa Tengah",Kabupaten Cilacap,Jawa Tengah
idn-7870,maida ridsya,"mangkuyudan, rt02/rw03, ngabeyan, kartasura, Kabupaten Sukoharjo, Jawa Tengah",Kabupaten Sukoharjo,Jawa Tengah
idn-7871,AGA CORNERshop,"pasekaran batang, Kabupaten Batang, Jawa Tengah",Kabupaten Batang,Jawa Tengah
idn-7872,LiteCandyChrome,"Surabaya indonesia, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7873,PT. EUROPATEKNIK LESTARI,"ruko pasar modern puncak permai jl.darmo permai no.9, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7874,rizky jaya,"pondok wage indah 2 blok nn 10 taman, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7875,"Kerang laut ( Aksesoris, kecantikan and kerajinan laut)","Jl. PB. Sudirman No 5 C, Kabupaten Situbondo, Jawa Timur",Kabupaten Situbondo,Jawa Timur
idn-7876,zahra-mandiri,"Jl. Kendal Sari I/6A, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7877,CV Rajawali Emas,"Jl Apel II no. 32 Jajar, Kabupaten Solok, Sumatera Barat",Kabupaten Solok,Sumatera Barat
idn-7878,bshd.ind print,"Jl. Blimbing II No.1, Wadungasri, Waru, Kabupaten Sidoarjo, Jawa Timur, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7879,Inspiro Multi Niaga,"Manukan Karya A1-39, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7880,ALMOGADA NETWORK,"Jl, Ir Juanda, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7881,CV. FURISUKA GROUP,"sawo jajar 1, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7882,CV. Gajah Seger,"Purwosari IV No. 5, Kota Salatiga, Jawa Tengah",Kota Salatiga,Jawa Tengah
idn-7883,dagangan antik,"juwingan 116, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7884,MULTI SARANA BERKAT,"DUPAK GROSIR,lantai1 BG 21,JL.RAYA DUPAK, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7885,Toko Farosy,"Jl. Batik Keris No.111 Gambiran, Cemani, Grogol, Sukoharjo - Solo, Kabupaten Solok, Sumatera Barat",Kabupaten Solok,Sumatera Barat
idn-7886,CV. Lentera Fajar,"Karanggeneng, Kabupaten Boyolali, Jawa Tengah",Kabupaten Boyolali,Jawa Tengah
idn-7887,AKUSARA TEKNIK,"Kelurahan Wonorejo Kecamatan Rungkut, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7888,YUSAN JAYA,"Jl. Simo Gunung Kramat Barat 41 Surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7889,Gunawan Trophy Solo,"Kemasan Rt 02 Rw 09, Ngadirejo, Kartasura, Kabupaten Sukoharjo, Jawa Tengah",Kabupaten Sukoharjo,Jawa Tengah
idn-7890,Populer,"Jln. Raya Genuk Km. 7, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7891,ekosemut-ART,"Jl. Bratang Gede VI D No. 44A, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7892,GAMA Floor & Furniture ( Lantai Kayu / Parquet ),"Jl. Brigjen Katamso 188, Waru ( depan Pabrik Paku ), Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7893,PT MEGAH UTAMA LANCAR,"Alamat lengkap : Jl.KNPI No.09 Purwakarta Jawa Barat., Kabupaten Purwakarta, Jawa Barat",Kabupaten Purwakarta,Jawa Barat
idn-7894,JDnC,"Jl. Raya Merdeka Depok II Tengah, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7895,Bunga Laundry Solo,"Jl. Ki Mangun Sarkoro No. 100, Kabupaten Solok, Sumatera Barat",Kabupaten Solok,Sumatera Barat
idn-7896,CV Pesona Ilmu,"Jl. Gusti Putri No. 12, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7897,jual pasang cctv camera depok,"kampung panjang citayam depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7898,PT. SeAH Precision Metal Indonesia,"Jl. Akasia 3 Delta Silicon Blok A-6 No.7 Sukaresmi Cikarang Selatan, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7899,CV.RIFA UTAMA,"vila mas indah Blok C 9 No 11, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7900,PT. ASABA Bandung,"JL. Merdeka no. 68, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7901,Kios Ban Amanah,"Jl. Ki Mangun Sarkoro 30, Nusukan, Banjarsari, Kota Surakarta, Jawa Tengah",Kota Surakarta,Jawa Tengah
idn-7902,eva apparel and fashion,"Jl.Kebon kangkung XI/10, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7903,INDO TEKNOLOGI SEJAHTERA,"Ruko Mutiara Bekasi Center , Jl. Ahmad Yani No. B.16 - 17 Bekasi Barat , Kota Bekasi., Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7904,CBF FAN,"taman wisata regency , bangkingan , belakang smpN 40, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7905,CV KARYA SEJAHTERA,"Jl. Cibintinu, Karsak Lama, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7906,Aneka-Tanaman-Air,"Jalan Brawijaya Malang, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7907,IM PARFUME,"Jl. Pintu Air IV Gg. Kolam Jaka No. 16 Lk X, Kabupaten Sumedang, Jawa Barat",Kabupaten Sumedang,Jawa Barat
idn-7908,VEAinterior,"Jl Barek 22 Malang, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7909,"DELTATEKNIK, Solution System","Jl. Plamongan Permai 2 No 408 , Plamongan Hijau - Pedurungan, Semarang, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7910,BERKAH DURIAN MEDAN,"Jl.bajak III gang Wahyu No 10 kel Harjosari kec Medan amplas, Kabupaten Sumedang, Jawa Barat",Kabupaten Sumedang,Jawa Barat
idn-7911,Syukron Batik,"Jenggot Gg. 6 Kec. Buarang, Kabupaten Pekalongan, Jawa Tengah",Kabupaten Pekalongan,Jawa Tengah
idn-7912,UD. Farindo - Mitra Gemilang Makmur,"Margomulyo 31 ( Pergudangan Angtropolis 2 ) Blok A 7, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7913,CV. Daya Engineering,"Komplek Nata Endah N-133, Kota Cimahi, Jawa Barat",Kota Cimahi,Jawa Barat
idn-7914,Jasa Kirim Barang dan Angkutan Kapal Laut Semarang Tujuan Kalimantan,"Jl. Selamet 29/112 Pekalongan, Jawa Tengah, Jawa Tengah",,Jawa Tengah
idn-7915,CV PERSADA,"Jalan Raya Pati- Kayen Km.10 Karaban Pati Jateng, Kabupaten Pati, Jawa Tengah",Kabupaten Pati,Jawa Tengah
idn-7916,F1RSTSERVICE,"Jl.Kanayakan no. D-35, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7917,terminal KOI,"jl.Musi 20, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7918,dapur lutviani,"jl.ir rais9 / 29b tanjungrejo malang, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7919,PT.JUAN PRATAMA,"Ais Nasution Kav.45 No.09 Gresik Jawa Timur 61122 Surabaya Jawa Timur. Indonesia, Jawa Timur",,Jawa Timur
idn-7920,konveksi zafano,"gunung anyar tambak / 1 no 22c surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7921,Karya Mitra Marka Jalan Bogor,"Ruko Taman Yasmin Sektor No.134 Bogor, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7922,FAIRESSHOP,"Jl. Geger Kalong Hilir No.47, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7923,UE Production (PT. RBU GROUP),"Jl.SM Raja KM 5, Kabupaten Sumedang, Jawa Barat",Kabupaten Sumedang,Jawa Barat
idn-7924,GRANIT-MARMER-MURAH,"jl swatantra 3 rt 03 rw 04 no 82b jati rasa jati asih bekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7925,CKE FAN SUPPLIER,"Jl Soleh Iskandar no 5-6, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7926,ivonnashop,"jl. letjen sutoyo no.26B Bibis Surakarta, Kota Surakarta, Jawa Tengah",Kota Surakarta,Jawa Tengah
idn-7927,CV. Orindo Sejahtera Utama,"Jl. Ter. Rancagoong No. 1, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7928,JUAL DRUM BEKAS,"Jl Edelweis 9 No 24, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7929,Jasa Rental Truk Tronton di Jawa Tengah ( Tegal-Pemalang-Semarang-Solo-Jogya dan area Jawa Tengah),"JL.VETERAN Ry Pekalongan, Jawa Tengah",,Jawa Tengah
idn-7930,UD. YAKIN GLORIA,"Jl. Basuki Rachmat Km. 11/ Jl. Cakalang B- No : 42 Perumnas Dekat SD Kel. Klawuyuk Distrik Sorong Timur, Papua Barat",,Papua Barat
idn-7931,PT. JAVA PACK INDONESIA,"Jl. Buwek Raya Irigasi CBL, Gg. Danau, Selang Bojong,Wanasari, Cibitung, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7932,PT. ASPHALT JAYA PRIMA - JUAL ASPAL DRUM SURABAYA,"Jln. Jemursari No. 255 Surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7933,HARI ABADI TERPAL,"Cikarang Baru, Jababeka 2, Blok G, Jawa Barat",,Jawa Barat
idn-7934,PT. Putera Perkasa Tri M,"Kawasan Industri Candi, Jl. Gatot Subroto Kav 19, No.1, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7935,Pruduk Fiberglass,"Jl. Elang No.04 RT.04/ RW.06 Jati Raden Jati Sampurna Bekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7936,Galleri Toko,"Jl. Banyu Urip Lor 2 No. 33, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7937,ARGA COMPUTER,"Jl. Raya Gayaman 9 (depan puskesmas), Kabupaten Mojokerto, Jawa Timur",Kabupaten Mojokerto,Jawa Timur
idn-7938,Cv Nadhiradita,"Komplek Pertokoan Gateway Apartment Lantai G unit KSGF.C-NO 9A Jl. Ahmad Yani No.669 Cicadas, Bandung, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7939,Wira Wiri Tour & Travel,"Jalan Kedung Mundu Raya 29, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7940,BANGKIT ANUGERAH SENTOSA PAGAR,"jl. Semolowaru Elok V / 7, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7941,accesoris-rajutan,"semampir,sidoarjo, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7942,goplasindo,"Istana Mentari D3 no 12 Cemengkalang Sidoarjo, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7943,Dealer Hino Surabaya Malang,"Jl. Bauksit 61 A, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7944,Flora Decoration,"Jl. Raya Sawangan - Depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7945,CV DIgjaya Fatihah,"JL. RAYA MAJA UTARA, BLOK KAMIS, DESA MAJA UTARA, KECAMATAN MAJA, KABUPATEN MAJALENGKA, JAWA BARAT 45461, Kabupaten Majalengka, Jawa Barat",Kabupaten Majalengka,Jawa Barat
idn-7946,UD. WARUNG ISLAMI BOGOR,"Komplek Ruko Galeria No.12 JL.Raya Pemda Karadenan Pangkalan 4 Kaum Pandak Karadenan Cibinong, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7947,CV.INDOCHINA,"SHOWROOM : JL.PETEMON TIMUR NO.82 SURABAYA, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7948,IDELAEN MEDIA INNOVATECH,"Jl. Kumojoyo Ujung Wonoayu RT. 5 RW. 4 No. 21 Kec. Wonoayu - Sidoarjo 61261, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7949,oma herbal insan kamil,"jl. Mulyorejo Utara KODIM no.105 F, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7950,vespa clasic,"cimahi-cihanjuang, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7951,Bajusantai,"jl cempaka 2 Jatibening, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7952,Napoleon Fishing Bait,"Jln. Babakan Darma, Kabupaten Kuningan, Jawa Barat",Kabupaten Kuningan,Jawa Barat
idn-7953,Toko Pakan Maju,"Vilanusa Indah, Gunung Putri, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7954,"Kerupuk Rambak Gandum Tapioka merek "" Ayam Ketawa""","Jl. Taman Karonsih Timur Raya III / 395 (Factory), Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7955,PIJAT PASUTRI,"jl.tanah baru no.5 taruma jaya bekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7956,Otomotif Bandung,"JL. Ibrahim Adjie 175 Kiaracondong Bandung, Kabupaten Bandung Barat, Jawa Barat",Kabupaten Bandung Barat,Jawa Barat
idn-7957,FididieKidz,"Graha Harapan Bumyagara, Jawa Barat",,Jawa Barat
idn-7958,CV. Idola Indonesia,"Jl. Leuwisari V No 59 Bandung, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7959,Agro Jaya,"Malang - Jawa Timur, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7960,Hasil Tjandra,"Ngagel Rejo Utara 46A, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7961,Prima Agritech Nusantara PT,"Jl.NUSANTARA- RUKO CLUSTER LOKASARI BLOK A 3 . KELAPADUA Cimanggis- DEPOK, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-7962,QueenMahar,"Jl.Raya Rajawali no.88 Rewwin - Waru, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-7963,"kusen alluminium, etalase alluminium, lemari, rak alluminium","perumbas III bekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7964,olivia beauty care,"wiguna selatan 7 no 15 surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7965,AQUA WAYSMART,"Jl. Simpang Candi panggung Dusun Mojolangu Kec. Lowokwaru-Malang, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7966,PT. NUSA TROPICAL CASSAVA,"komplek pergudangan margomulyo, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7967,Solusi Fan Indonesia,"Jl. Kranggan No.123, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7968,Guozhen Food Supplemen,"Jl. Suryakencana 2/33 Lippo Cikarang, Jawa Barat",,Jawa Barat
idn-7969,AstyParfumMalangMurah,"jl anjasmoro gg 2 lawang, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7970,Jual dan memproduk Grill -Tweeter Stand - Ring Tembaga - Ring Knalpot - Ring Sokbeker - Skun tembaga,"jln raya talang, Kabupaten Tegal, Jawa Tengah",Kabupaten Tegal,Jawa Tengah
idn-7971,Herbal life Indonesia,"Jl. Klampok Kasri IIF no 279, Kabupaten Pemalang, Jawa Tengah",Kabupaten Pemalang,Jawa Tengah
idn-7972,""" Keranjang Rotan & Meuble Synthetic Rattan"" H. Nur Cholis","Teluk Wetan Welahan Jepara, Kabupaten Jepara, Jawa Tengah",Kabupaten Jepara,Jawa Tengah
idn-7973,NUBISA,"komp.GBA 1 blok i no 103, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7974,CV. New Warna ( 087824690571-082121634000),"Jl.Sarijadi blok 8 no 198 Bandung, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7975,UD. SAMUDERA BERLIAN,"Mijen B 49, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-7976,plasticindoutama,"RMB9/17, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-7977,Sahabat Filter Air,"Perumahan Samudera Residen Blok B54 N0.14 Kec. Tajurhalang, Kab. Bogor, Jawa Barat., Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-7978,PUSAT KHITAN DAN BEDAH MINOR,"Jl. Cut Mutia Raya - Ruko Cut Mutia Blok C No. 8, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7979,Helicon Industries ( Konveksi Bandung / Semi Garment / Supplier / Merchandise / Promosi ),"Jl.Taman Hewan no.29, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-7980,CV.QUANTUM MULTI PRIMA,"Jl. Budi Luhur No.27 Bintara Jaya I , Bekasi Barat, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7981,PT. HOSU LEM SPRAY 99,"Jl. Rajawali 5 No. 36, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-7982,Mastha Medica,"jl.bhaskara sari no 34. mulyosari, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
